,title,url,date,keyword,creator,view,likes,depart,depart1,language,text,new_text,key_words
450,"데이터 사이언스의 첫걸음, R 4.0.2  버전, Rtools40, 그리고 Rstudio 설치 (Windows 10)",https://www.youtube.com/watch?v=F5LYjvLxNJw&list=PLKtLBdGREmMlsQvFyWWRsg7OX6S3kfuJk,2020.9.14,R린이들 꿀팁들 저장소,슬기로운통계생활,8130,117,컴퓨팅기술,R,한국어,"오늘은 R이 4.0버전이 출시가 됨에 따라 같이 업데이트 된 Rtools와 Rstudio 설치까지 한꺼번에 설치하는 방법에 대한 내용을 공유해 드리려고 합니다.

Rtools는 윈도우 환경에서 R 패키지를 만들때, 또는 github에 올려있는 패키지들을 다운 받아 사용할 때 꼭 필요한 툴입니다. 가히, R 중급으로 가는 길목에 자리잡고 있다고해도 과언이 아니죠.

나중에 제가 알려드릴 R패키지 강의를 원활하게 진행하기 위해서도, 이번에 따라하시면서 설치해 보시길 권장합니다!

영상 초반 참고영상의 주소는 다음과 같습니다.
   • Installing R vers...  

저의 영상이 마음에 드셨다면, 구독과 좋아요 부탁드립니다! 

채널 소개:
저의 채널은 통계 관련 전문 유튜버를 향해 달려가고 있습니다.  채널에 오셔서 올려진 강의들도 구경하고 가시기 바랍니다.

1. R로 배우는 기초통계:
   • rstat101 - R을 이용한...  
기초 통계의 좀 더 직관적인 이해를 위한 통계 강의가 올라와 있습니다. 통계 공부를 하시고 계시다면 꼭 한번 시청해주시기 바랍니다. :)

2. 산점도로 배우는 ggplot2:
   • 데이터 시각화 with ggpl...  
매일 사용하지만 잊어버리기 쉬운 ggplot2의 문법을 산점도 예제를 통해서 빠르게 짚고 넘어가는 강의입니다.","데이터 사이언스의 첫걸음 R 402  버전 Rtools40 그리고 Rstudio 설치 Windows 10 오늘은 R이 40버전이 출시가 됨에 따라 같이 업데이트 된 Rtools와 Rstudio 설치까지 한꺼번에 설치하는 방법에 대한 내용을 공유해 드리려고 합니다

Rtools는 윈도우 환경에서 R 패키지를 만들때 또는 github에 올려있는 패키지들을 다운 받아 사용할 때 꼭 필요한 툴입니다 가히 R 중급으로 가는 길목에 자리잡고 있다고해도 과언이 아니죠

나중에 제가 알려드릴 R패키지 강의를 원활하게 진행하기 위해서도 이번에 따라하시면서 설치해 보시길 권장합니다

영상 초반 참고영상의 주소는 다음과 같습니다
    Installing R vers  

저의 영상이 마음에 드셨다면 구독과 좋아요 부탁드립니다 

채널 소개
저의 채널은 통계 관련 전문 유튜버를 향해 달려가고 있습니다  채널에 오셔서 올려진 강의들도 구경하고 가시기 바랍니다

1 R로 배우는 기초통계
    rstat101  R을 이용한  
기초 통계의 좀 더 직관적인 이해를 위한 통계 강의가 올라와 있습니다 통계 공부를 하시고 계시다면 꼭 한번 시청해주시기 바랍니다 

2 산점도로 배우는 ggplot2
    데이터 시각화 with ggpl  
매일 사용하지만 잊어버리기 쉬운 ggplot2의 문법을 산점도 예제를 통해서 빠르게 짚고 넘어가는 강의입니다","R, Rtools, Rstudio, 데이터 사이언스, 데이터 시각화, ggplot2, 윈도우 환경, 패키지, github, 통계, 기초 통계, 산점도."
451,[R 중급] NO.1 dplyr-Filter함수,https://www.youtube.com/watch?vLlwTJLKpGg&list=PLRYL8FHwJMhALkbLNQWRgV_O6YjDzgOKD,2019.12.23,R 중급강의,스마트인재개발원 인쌤TV,13590,150,컴퓨팅기술,R,한국어,"✔️빅데이터 입문자를 위한 눈높이 교육! 그것이 R고싶다!

✔️dplyr 라이브러리, 어떻게 사용하는걸까요? 천천히 따라오세요!

✔️구독, 좋아요와 댓글은 힘이 됩니다!!!

PPT/ 자료 다운로드 받기: https://bit.ly/2EVeI6c
#국비교육 #빅데이터 #IT교육 #SW교육 
어디서 배울까 고민하지마시고 기초부터 탄탄하게 배워서, 취업까지!
.
👉호남권 최대 IT 교육기관 스마트인재개발원에서 교육받으세요!

#광주 #전남 #취업 #국비지원 #IT #스마트인재개발원 #꿀팁 #광주대 #호남대 #조선대 #전남대 #대학생 #취준생 #교육 #강의 #일상 #공유 #고민 #스마트 #sw #국비 #it교육추천 #스터디 #대외활동 #동아리 #R #R설치 #시각화 #프로그래밍 #프로그램설치 #오류 #변수 #벡터연산 #매트릭스 #함수 #subset #프로그래밍언어 #dplyr #filter함수","R 중급 NO1 dplyrFilter함수 빅데이터 입문자를 위한 눈높이 교육 그것이 R고싶다

dplyr 라이브러리 어떻게 사용하는걸까요 천천히 따라오세요

구독 좋아요와 댓글은 힘이 됩니다

PPT 자료 다운로드 받기 
국비교육 빅데이터 IT교육 SW교육 
어디서 배울까 고민하지마시고 기초부터 탄탄하게 배워서 취업까지

호남권 최대 IT 교육기관 스마트인재개발원에서 교육받으세요

광주 전남 취업 국비지원 IT 스마트인재개발원 꿀팁 광주대 호남대 조선대 전남대 대학생 취준생 교육 강의 일상 공유 고민 스마트 sw 국비 it교육추천 스터디 대외활동 동아리 R R설치 시각화 프로그래밍 프로그램설치 오류 변수 벡터연산 매트릭스 함수 subset 프로그래밍언어 dplyr filter함수","dplyr, 라이브러리, 빅데이터, R, 프로그래밍언어, filter함수"
452,R을 활용한 고급통계 - (1) 주성분분석(PCA)(Principal Component Analysis),https://www.youtube.com/watch?v=eX4XFH17i10&list=PLCt8K88AxcKNgXwLRkY930DMm0EgwtxC9,2021.4.8,R 고급통계 강의,통계파랑,2268,16,컴퓨팅기술,R,한국어,"주성분분석(PCA)(Principal Component Analysis)

서로 상관관계를 갖는 많은 변수를 상관관계가
없는 소수의 변수로 변환하는 기법을 말합니다.

상관관계를 갖는 다수의 변수에 포함된 정보를
가능한 한 많이 포착하면서 이 다수의 상관관계를
갖지 않는 적은 개수의 새로운 변수로 대체하며

이런 방식으로 변수들이 가지고 있는
총표본분산을 많이 설명해주는 순서대로
순차적으로 변수 개수만큼 추출합니다.

PCi = αi1*x1 + αi2*x2 + … + αip*xp

- 오픈카톡 상담 문의 -
https://open.kakao.com/me/statparang

- 통계분석 수행방법 참고 포스팅 -
https://blog.naver.com/statstorm/2220...

- SPSS/AMOS/SAS/STATA/R/PYTHON  과외문의 -
https://blog.naver.com/statstorm/2221...","R을 활용한 고급통계  1 주성분분석PCAPrincipal Component Analysis 주성분분석PCAPrincipal Component Analysis

서로 상관관계를 갖는 많은 변수를 상관관계가
없는 소수의 변수로 변환하는 기법을 말합니다

상관관계를 갖는 다수의 변수에 포함된 정보를
가능한 한 많이 포착하면서 이 다수의 상관관계를
갖지 않는 적은 개수의 새로운 변수로 대체하며

이런 방식으로 변수들이 가지고 있는
총표본분산을 많이 설명해주는 순서대로
순차적으로 변수 개수만큼 추출합니다

PCi  αi1x1  αi2x2    αipxp

 오픈카톡 상담 문의 


 통계분석 수행방법 참고 포스팅 


 SPSSAMOSSASSTATARPYTHON  과외
","R, 고급통계, 주성분분석, PCA, 변수 변환, 상관관계, 변수 추출, 총표본분산, SPSS, AMOS, SAS, STAT, Python, 통계분석."
453,알고리즘 기초 100제 강의 소개,https://www.youtube.com/watch?v=yMqDpW__fEo&list=PLVoihNyHW4xkm_KJ8_N8X7F6EQP4uSRyR,2018.10.14,알고리즘 기초 100제,진쓰 코딩,44265,276,컴퓨팅기술,R,한국어,"알고리즘 기초 100 문제를 풀어보겠습니다.
Github: https://github.com/pjh2174/jinsslectu...

Github download and clone:
https://github.com/pjh2174/jinsslectu...","알고리즘 기초 100제 강의 소개 알고리즘 기초 100 문제를 풀어보겠습니다
Github 

Github download and clone
","알고리즘, 문제 해결, 코드 개발, 개발 도구, Github, 코드 공유, 오픈소스 기여, 프로그래밍, IT 기술, 빅데이터, 인공지능, 클라우드, 소프트웨어 개발, 데이터 분석, 웹 개발, 모바일 앱, UI/UX 디자인"
454,알고리즘 코딩테스트 핵심이론 강의 - 시간복잡도 (Java),https://www.youtube.com/watch?v=XncTU-4i1KI&list=PLG7te9eYUi7tAQygBknaTciy8wzLCe-Ll,2022.5.7,Do it! 알고리즘 코딩테스트 - 핵심이론 강의,하루코딩,15152,93,컴퓨팅기술,R,한국어,"Do it! 알고리즘 코딩 테스트에서 다루는 시간복잡도에 대한 핵심이론 강의입니다. 
#알고리즘 #시간복잡도 #코딩테스트 #코테 #코딩강의

[영상 구간 설명]
00:00 서론설명
00:30 1.시간 복잡도 표기법 알아보기 
08:23 2.시간 복잡도 활용하기
19:40 마무리","알고리즘 코딩테스트 핵심이론 강의  시간복잡도 Java Do it 알고리즘 코딩 테스트에서 다루는 시간복잡도에 대한 핵심이론 강의입니다 
알고리즘 시간복잡도 코딩테스트 코테 코딩강의

영상 구간 설명
0000 서론설명
0030 1시간 복잡도 표기법 알아보기 
0823 2시간 복잡도 활용하기
1940 마무리","알고리즘, 코딩테스트, 시간복잡도, 코테, 코딩강의, Java"
455,코딩테스트 준비 방법,https://www.youtube.com/watch?v=pvufY7rK7VA&list=PLi-xJrVzQaxXC2Aausv_6mlOZZ2g2J6YB,2021.8.21,비전공자 대기업 가기,개발자 장고,8481,149,컴퓨팅기술,R,한국어,"비전공자 출신으로서 대기업 준비 과정을 공유합니다.

00:48 코딩테스트 설명
02:35 공부하는 방법
04:25 코딩테스트 필수 알고리즘 10개
05:28 언어
07:02 코딩테스트 푸는 방법
09:46 코딩테스트 공부 환경

#코딩테스트 #비전공자 #개발자 #코딩테스트준비 #알고리즘","코딩테스트 준비 방법 비전공자 출신으로서 대기업 준비 과정을 공유합니다

0048 코딩테스트 설명
0235 공부하는 방법
0425 코딩테스트 필수 알고리즘 10개
0528 언어
0702 코딩테스트 푸는 방법
0946 코딩테스트 공부 환경

코딩테스트 비전공자 개발자 코딩테스트준비 알고리즘","코딩테스트, 알고리즘, 개발자, 비전공자, 공부하는 방법, 푸는 방법, 공부 환경"
456,파이썬으로 배우는 알고리즘 기초: 0. 강의소개,https://www.youtube.com/watch?v=Wj7KXv--hiw&list=PLHqxB9kMLLaPOp0jh591QhPvbz4H266SS,2020.7.21,파이썬으로 배우는 알고리즘 기초,주니온TV 아무거나연구소,12193,140,컴퓨팅기술,R,한국어,"#파이썬으로 #배우는 #알고리즘기초

주니온TV의 유튜브 공개 강의:
파이썬으로 배우는 알고리즘 기초
0. 강의소개

본 강의의 강의자료 및 실습자료는 
구글 드라이브에서 다운로드 가능합니다.
https://bit.ly/3fN0q8t

전체 강의 재생목록 바로가기:
   • 파이썬으로 배우는 알고리즘 기초  

주니온TV@Youtube - 자세히 보면 유익한 코딩 채널
https://bit.ly/2JXXGqz","파이썬으로 배우는 알고리즘 기초 0 강의소개 파이썬으로 배우는 알고리즘기초

주니온TV의 유튜브 공개 강의
파이썬으로 배우는 알고리즘 기초
0 강의소개

본 강의의 강의자료 및 실습자료는 
구글 드라이브에서 다운로드 가능합니다


전체 강의 재생목록 바로가기
    파이썬으로 배우는 알고리즘 기초  

주니온TVYoutube  자세히 보면 유익한 코딩 채널
","파이썬, 알고리즘, 강의, 강의자료, 실습자료, 구글 드라이브, 코딩 채널"
457,알고리즘 코딩테스트 문제풀이 강의 - 08  좋은 수 구하기 (백준 1253),https://www.youtube.com/watch?v=esesL0D9vsE&list=PLFgS-xIWwNVVl3EckbznNdCIUNsoGGloa,2023.1.2,Do it! 알고리즘 코딩테스트 - 실전문제 풀이(C++),하루코딩,1459,12,컴퓨팅기술,R,한국어,"Do it! 알고리즘 코딩테스트에서 다루는 08번 좋은 수 구하기 문제 풀이 강의입니다.

#알고리즘 #코딩테스트 #코테 #코딩강의 #백준1253 #투포인터

[영상 구간 설명]
00:00 문제 설명
04:05  1.문제 분석 하기 
09:11 2.손으로 풀어보기
13:50 3. 슈도코드 참고하여 실제 코드 작성하기

영상 제작 당시에 감기가 심하게 걸려서 중간에 기침을 좀 하는 부분이 있어 죄송합니다. ^^;
편집을 했는줄 알았는데, 포함되어 업로드가 되었네요 ~","알고리즘 코딩테스트 문제풀이 강의  08  좋은 수 구하기 백준 1253 Do it 알고리즘 코딩테스트에서 다루는 08번 좋은 수 구하기 문제 풀이 강의입니다

알고리즘 코딩테스트 코테 코딩강의 백준1253 투포인터

영상 구간 설명
0000 문제 설명
0405  1문제 분석 하기 
0911 2손으로 풀어보기
1350 3 슈도코드 참고하여 실제 코드 작성하기

영상 제작 당시에 감기가 심하게 걸려서 중간에 기침을 좀 하는 부분이 있어 죄송합니다 
편집을 했는줄 알았는데 포함되어 업로드가 되었네요 ","알고리즘, 코딩테스트, 코테, 코딩강의, 백준1253, 투포인터, 빅데이터, 인공지능, 머신러닝, 프로그래밍, 소프트웨어 개발"
458,"개발자라면 ""무조건"" 알고리즘 공부를 해야할까?",https://www.youtube.com/watch?v=9TyyMtlk5i4&list=PL7jH19IHhOLMdHvl3KBfFI70r9P0lkJwL,2021.5.30,알고리즘.데이터구조 with Nico,노마드 코더 Nomad Coders,164051,96,컴퓨팅기술,R,한국어,"이름만봐도. 숨이 턱 막히는것같은...알고리즘 그리고 데이터 구조... 
새로운 시리즈를 시작해봅니다. 허허....할 수 있을까요?
구독과 좋아요로 응원해주세요 -0-!
-
📌 니콜라스와 무료로 코딩 공부하기 
https://nomadcoders.co","개발자라면 무조건 알고리즘 공부를 해야할까 이름만봐도 숨이 턱 막히는것같은알고리즘 그리고 데이터 구조 
새로운 시리즈를 시작해봅니다 허허할 수 있을까요
구독과 좋아요로 응원해주세요 0

 니콜라스와 무료로 코딩 공부하기 
"," 알고리즘
- 데이터 구조
- 코딩 공부
- 개발자
- 무료"
459,[바킹독의 실전 알고리즘] 0x00강 - 오리엔테이션,https://www.youtube.com/watch?v=LcOIobH7ues&list=PLtqbFd2VIQv4O6D6l9HcD732hdrnYb6CY,2020.2.13,바킹독의 실전 알고리즘 강의,BaaarkingDog,43447,481,컴퓨팅기술,알고리즘,한국어,"코딩테스트 대비를 위한 바킹독의 실전 알고리즘 0x00강 - 오리엔테이션입니다.

영상보다 글이 더 편하신 분은 https://blog.encrypted.gg/921 에서 보셔도 됩니다.

---------------목차---------------
00:00 인트로
00:42 0x00 자기소개
04:48 0x01 강의소개
10:17 0x02 코딩테스트에 대한 정보
21:44 0x03 환경 세팅

Github link : https://github.com/encrypted-def/basi...
BOJ 문제집 link : https://github.com/encrypted-def/basi...
(문제집을 그룹 바깥으로 옮겨두었기 때문에 그룹 가입은 필요 없습니다.)","바킹독의 실전 알고리즘 0x00강  오리엔테이션 코딩테스트 대비를 위한 바킹독의 실전 알고리즘 0x00강  오리엔테이션입니다

영상보다 글이 더 편하신 분은  에서 보셔도 됩니다

목차
0000 인트로
0042 0x00 자기소개
0448 0x01 강의소개
1017 0x02 코딩테스트에 대한 정보
2144 0x03 환경 세팅

Github link  
BOJ 문제집 link  
문제집을 그룹 바깥으로 옮겨두었기 때문에 그룹 가입은 필요 없습니다","알고리즘, 코딩테스트, GitHub, BOJ, 문제집."
